text,sentiment
"I’ve been using my 100 pt large sample for a few weeks now and am amazed! I used it one night for the first time and forgot about it for 2 days but the entire time, I kept seeing my reflection in the mirror thinking to myself how bright and clear my skin looked. Then I remembered my one usage of this product and started to apply it regularly for the last few weeks. It really does get better with time! I have had issues with red skin that is a mix of past damage and sensitive skin, but my skin looks flawless when I use this. I could see where it might not show a huge difference for just slight imperfections but for me.... I actually went out without my mineral foundation for the first time in a long time! I’ll stretch the sample while I can, because let’s be honest... it’s more expensive than I normally buy. BUT, I will be buying a full size bottle of this!",2
"First of all, this lip balm smells like a coconut dream and is so so hydrating! It’s a main factor in my everyday makeup routine to keep my lips moisturized all day!",2
"i just bought this at sephora and it works amazing. the smell is like a very cactus-fresh or similar to leaf-fresh smell mixed with watermelon smell. it made my skin glow but it’s a bit sticky, which isn’t really a problem if you put moisturizer and/or other products over it.",2
I have acne prone skin so I always look for a good scrub. I love the grittiness of this exfoliate. I use this at night and St. Ives Apricot Scrub in the morning. Alternating the two has not caused my skin any problems.,2
This product smells amazing and keeps your skin hydrated all day long! After only a week I do feel like it was tightened up my skin some and look forward to using it again! Would definitely recommend!,2
"I love, love, LOVE this product. I’m a student so my eyes look permanently tired with circles and bags. Not any more!! This eye treatment is incredible. I use it every night before bed as part of my routine and I wake up with less puffiness and feeling great. It’s also great because it stays where I put it so it doesn’t slide into my eyes as I start getting into bed.I have sensitive skin and this caused no issues with me. I will never go back to another product again. I’m so happy I received this product to test for free.",2
"This product is unbelievable. I had previously been using a cleanser by Mario Badescu but decided to check out Drunk Elephant because of all the hype...Best decision of my life! The difference was night and day. This cleanser applies so smoothly, lathers nicely and feels soooo gentle on my skin. Immediately after washing it off my skin is GLOWING. My skin has never felt stripped or overly dry with this product and I have seen a noticeable difference in the quality of my skin after using this just a few times.",2
Love this product. I swear the pores on my nose nose shrunk!,2
"the holy grail of skincare. if i could take only two things with me to an deserted island, i would take this and some sunscreen.",2
This moisturizer is really great for my oily/combination skin. It has a gel like texture that soaks into the skin without leaving any greasy feeling. My makeup sits well overtop of it. It’s good in the morning or at night.,2
I love this product !! I i’ve been a fan of this brand for many years and their products never disappoint. This one especially has become one of my new favorites I love the way my skin feels and I will be telling all my friends about it definitely worth purchasing again in the future,2
